X.ID,X.MAT,XCOO,YCOO,XCOO_km,YCOO_km,X.FOREST,DAY,X.WEATHER,ALT,X.ASP,X.GRVEG,X.FLITHO,Ag_ppb,As_ash,B,Ba,Ca,Cd,Co,Cr,Cu,Fe,Hg_ppb,K,La,LOI,Mg,Mn,Mo,Ni,P,Pb,S,Sb,Sr,Ti,Zn
109,MOS,585167,6692022,585.167,6692.022,MIXDEC,10,NICE,390,E,GRFE,CAMSED,39,0.18,3,94.2,3200,0.19,0.17,1.5,4.93,280,35,7300,0.27,97,1320,265,0.13,2.4,1620,1.74,800,0.07,10.9,11,31.1
111,MOS,582095,6688877,582.095,6688.877,MIXDEC,10,NICE,480,S,GRAS,CAMSED,15,0.12,2,31.1,3600,0.14,0.18,1.7,4.14,310,36,4800,0.28,97.6,1040,240,0.13,1.9,970,2.05,800,0.08,15.7,9,27.4
112,MOS,580702,6686100,580.702,6686.1,SPRBIR,11,CLOUD,296,N,GRMO,CAMSED,13,0.14,1,20.6,2300,0.09,0.13,1.3,3.65,180,36,4300,0.2,98.1,860,442,0.14,1.3,1010,1.84,800,0.07,7.2,8,29.1
113,MOS,583087,6684132,583.087,6684.132,MIXDEC,11,CLOUD,360,N,GRAS,CAMSED,14,0.15,4,49.4,3400,0.17,0.22,1.6,4.5,310,56,5700,0.33,97.4,1220,131,0.12,2.3,1310,1.71,900,0.06,11.7,11,26.3
114,MOS,589716,6679640,589.716,6679.64,SPRUCE,11,CLOUD,500,NW,BLUE,MAGM,17,0.08,1,25.7,2200,0.08,0.1,1.3,3.64,120,33,4200,0.13,98.3,1000,625,0.2,0.9,1200,2.27,700,0.1,8.2,8,18.5
115,MOS,586913,6675154,586.913,6675.154,BIRSPR,12,NICE,500,E,BLUE,MAGM,35,0.09,2,96,3300,0.18,0.15,1.3,5.87,180,81,6400,0.19,95.5,1190,1031,0.21,1.7,2350,4.48,1200,0.13,36.9,14,59.7
116,MOS,584623,6677522,584.623,6677.522,BIRSPR,12,NICE,556,FLAT,BLUE,MAGM,21,0.06,2,20.9,2000,0.11,0.1,1.2,4.32,120,36,5100,0.11,98.2,860,724,0.13,0.9,1040,2.71,800,0.09,6,7,27.9
117,MOS,589418,6680992,589.418,6680.992,SPRPIN,12,NICE,500,NW,BLUE,MAGM,31,0.11,1,30.7,2500,0.12,0.11,1.1,5.13,170,34,5900,0.26,97.8,1100,725,0.9,1.6,930,2.75,900,0.09,5.6,9,30.2
118,MOS,588861,6672243,588.861,6672.243,SPRUCE,13,RAIN,522,NW,BLGR,MAGM,22,0.12,1,19,2100,0.14,0.09,1.2,5.55,150,48,6100,0.16,98,900,909,0.17,1,1230,3.47,900,0.1,7.2,8,30.5
119,MOS,591885,6668839,591.885,6668.839,SPRBIR,13,RAIN,504,S,GRAS,MAGM,32,0.09,1,37.3,2200,0.18,0.15,1.3,6.29,150,62,6700,0.18,97.7,1000,1045,0.22,1.7,1740,5.22,1200,0.13,10.2,10,46.5
121,MOS,592250,6664455,592.25,6664.455,SPRBIR,14,MOIST,400,N,MOGR,MAGM,26,0.14,2,33.4,2700,0.18,0.11,1.2,6.32,170,42,6200,0.26,97.7,1200,563,0.25,1,1710,3.88,1000,0.16,15.4,12,38.1
122,MOS,593299,6660953,593.299,6660.953,SPRBIR,14,NICE,340,S,BLUE,MAGM,26,0.14,1,33.3,2100,0.18,0.14,1.3,7.2,240,44,6300,0.94,97.6,1060,823,0.24,1.6,1690,4.95,1000,0.18,12.5,15,43.6
123,MOS,593328,6657946,593.328,6657.946,SPRBIR,15,CLOUD,420,NW,BLLY,MAGM,26,0.27,1,16.8,2200,0.14,0.06,1.2,7.35,150,43,4900,0.17,98.1,880,833,0.22,1.3,880,3.98,900,0.17,4.1,8,34.6
124,MOS,595140,6656129,595.14,6656.129,BIRSPR,15,MOIST,290,SW,MOGR,MAGM,32,0.13,4,44.9,3500,0.24,0.22,1.5,10.43,350,56,7500,0.67,96.8,1460,776,0.34,1.6,1440,5.95,800,0.28,17.3,17,63.6
125,MOS,598010,6652619,598.01,6652.619,SPRUCE,16,NICE,205,SE,MIX,MAGM,29,0.15,3,28,2900,0.27,0.28,1.7,12.98,370,64,6700,0.48,97.1,1230,1010,0.41,1.9,1470,6.45,1000,0.43,10,19,62.4
126,MOS,597394,6653685,597.394,6653.685,SPRPIN,16,NICE,307,,BLUGRA,MAGM,25,0.09,2,22.7,2400,0.15,0.16,1.4,9.62,270,44,6100,0.28,97.7,920,1176,0.33,1.7,1240,4.62,700,0.31,7.1,14,34.2
127,MOS,592592,6645600,592.592,6645.6,SPRUCE,17,NICE,160,SE,GRAS,CAMSED,70,0.26,4,37.3,4100,0.56,0.61,2.6,15.31,760,62,5100,0.76,96.7,1330,516,0.62,3.7,1240,8.81,1000,0.74,23.4,31,103.2
128,MOS,593200,6642327,593.2,6642.327,BIRSPR,17,NICE,30,FLAT,GRAS,CAMSED,29,0.2,4,38.6,3900,0.28,0.51,2.2,15.27,580,46,7500,0.63,96.4,1400,221,0.45,3.4,1620,3.67,900,0.5,20.1,25,50.9
129,MOS,597751,6649203,597.751,6649.203,SPRBIR,18,MOIST,235,NW,GRAS,CAMSED,41,0.24,4,16.9,2800,0.38,0.39,2.1,13.3,460,47,6300,0.5,97.4,1310,539,0.52,2.9,1270,6.21,900,0.53,10.1,25,73.2
131,MOS,597503,6650780,597.503,6650.78,SPRUCE,18,MOIST,187,E,GRMO,MAGM,39,0.07,4,18.3,2600,0.3,0.17,1.5,9.18,240,40,5700,0.28,97.6,1220,1200,0.32,2.3,1620,4.22,700,0.3,7.8,14,82.4
132,MOS,602548,6646851,602.548,6646.851,SPRPIN,19,NICE,230,S,MIX,CAMSED,57,0.25,2,28.5,2800,0.42,0.35,2.1,14.4,540,42,6000,0.64,97.3,1180,525,0.4,2.6,1020,5.86,700,0.52,11.2,31,105.5
133,MOS,600209,6640474,600.209,6640.474,PINE,19,NICE,195,W,MOSS,GNEIS_O,34,0.2,6,17.9,3000,0.28,0.6,1.9,13.62,460,45,6700,0.55,97.1,1460,241,0.38,1.9,1600,3.95,800,0.41,8.7,26,75
134,MOS,602583,6637390,602.583,6637.39,SPRBIR,20,NICE,110,NE,GRMO,GNEIS_O,37,0.22,7,49.6,5400,0.36,1.32,4.3,25.34,1950,64,8200,2.35,93.2,2460,300,1.03,3.8,2000,7.68,900,1.48,30.6,39,93
135,MOS,602264,6633965,602.264,6633.965,PINE,20,NICE,180,NE,MOSS,GNEIS_O,26,0.14,1,21.3,2600,0.13,0.22,1.6,7.77,350,40,4700,0.45,97.8,1110,357,0.26,1.2,1140,3.55,600,0.2,4.7,22,37
136,MOS,605115,6630922,605.115,6630.922,SPRUCE,21,MOIST,176,NE,GRMO,GNEIS_O,23,0.1,3,15.7,2400,0.17,0.27,1.5,7.22,270,51,6100,0.31,97.6,1270,567,0.21,1.9,1820,3.45,700,0.16,7.4,18,60.1
137,MOS,605674,6628925,605.674,6628.925,SPRPIN,22,CLOUD,194,S,GRMO,GNEID_O,23,0.07,2,14.2,2100,0.21,0.22,1.7,6.67,290,55,5500,0.31,97.8,1160,563,0.23,1.8,1810,3.69,800,0.18,6.3,20,57.5
138,MOS,608245,6625964,608.245,6625.964,SPRBIR,22,CLOUD,140,NW,GRAS,GNEIS_O,20,0.22,1,16.7,1900,0.19,0.12,1.3,4.88,160,35,4400,0.19,97.4,990,692,0.15,1.3,1090,2.37,600,0.11,7,10,49.1
139,MOS,605175,6614207,605.175,6614.207,SPRUCE,23,CLOUD,120,E,BLMOLI,GNEIS_O,32,0.17,6,16.5,3000,0.22,0.48,1.8,7.07,330,57,6800,0.38,97.3,1550,385,0.19,1.6,1660,3.32,900,0.13,11,20,60.8
141,MOS,608279,6623043,608.279,6623.043,BIRSPR,23,CLOUD,175,W,GRBLU,GNEIS_O,20,0.17,3,31.2,2600,0.2,0.23,1.2,5.93,180,34,5200,0.21,98,1290,727,0.17,1.1,1280,2.73,700,0.11,7,14,50.5
142,MOS,609123,6618431,609.123,6618.431,PINE,24,NICE,180,SW,LYLI,GNEIS_O,23,0.1,2,16.6,2200,0.25,0.25,1.3,5.62,210,43,5100,0.24,98,1010,262,0.17,1,1080,3.66,800,0.13,6.7,12,42.1
143,MOS,612533,6609356,612.533,6609.356,SPRUCE,24,NICE,150,FLAT,GRBLU,GNEIS_O,21,0.11,2,12.2,2000,0.15,0.14,1.3,5.91,190,46,5100,0.21,97.9,1170,335,0.17,1.2,1450,3.23,800,0.12,4.6,12,39.3
144,MOS,607746,6603365,607.746,6603.365,SPRPIN,25,CLOUD,118,FLAT,MOGR,GNEIS_O,27,0.08,2,11.7,2100,0.17,0.14,1.5,6.3,200,57,5700,0.22,97.9,1170,305,0.17,1.2,1450,3.68,900,0.14,6.2,13,45
101,STW,578741,6708487,578.741,6708.487,SPRBIR,6,NICE,218,W,GRAS,MICSH,22,0.06,2,61.5,1700,0.09,0.03,1.1,3.49,10,2,400,0.005,99.6,120,63,0.005,0.2,100,0.08,50,0.01,10.7,1,19.7
102,STW,582865,6706649,582.865,6706.649,SPRBIR,6,NICE,431,W,GRAS,GNEIS_R,25,0.09,2,33.3,1600,0.14,0.06,1.2,2.78,10,2,500,0.005,99.5,130,103,0.005,0.2,80,0.12,100,0.01,7.7,1,23.8
103,STW,581155,6720326,581.155,6720.326,SPRBIR,7,RAIN,430,FLAT,GRMO,GNEIS_R,25,0.05,2,52.7,2000,0.21,0.1,1,2.47,10,1,500,0.005,99.5,170,218,0.01,0.2,80,0.21,300,0.01,8.8,0.5,27.5
104,STW,580482,6711512,580.482,6711.512,SPRBIR,7,MOIST,475,FLAT,GRMO,GNEIS_R,40,0.05,2,36,1200,0.03,0.03,1,2.27,10,4,500,0.005,99.6,140,105,0.005,0.1,70,0.33,300,0.01,7.6,0.5,17.1
105,STW,584618,6701621,584.618,6701.621,SPRUCE,8,MOIST,410,FLAT,MOSS,GNEIS_R,28,0.08,2,26.5,1600,0.02,0.03,1.2,2.07,10,2,400,0.005,99.6,170,119,0.005,0.2,60,0.24,300,0.01,7.1,0.5,20.7
106,STW,581453,6698513,581.453,6698.513,BIRSPR,8,NICE,296,W,GRAS,CAMSED,68,0.08,2,38.2,1300,0.06,0.07,1.1,2.4,10,3,500,0.005,99.6,110,55,0.01,0.3,70,0.09,300,0.01,4.8,0.5,16.1
107,STW,579850,6695899,579.85,6695.899,SPRBIR,9,NICE,220,FLAT,GRAS,CAMSED,25,0.08,2,48.1,1400,0.02,0.01,1.3,2.84,10,0.5,400,0.005,99.6,120,12,0.005,0.1,60,0.1,300,0.01,12,0.5,10
108,STW,581636,6694137,581.636,6694.137,SPRBIR,9,NICE,325,N,GRMO,CAMSED,36,0.05,1,50.4,1300,0.09,0.03,1.2,2.29,5,2,500,0.005,99.6,120,67,0.005,0.2,60,0.06,300,0.01,6.6,1,13.2
109,STW,585167,6692022,585.167,6692.022,MIXDEC,10,NICE,390,E,GRFE,CAMSED,29,0.07,1,59.2,1300,0.07,0.02,1.1,2.49,10,4,400,0.005,99.7,100,49,0.005,0.1,50,0.05,300,0.01,5.4,0.5,13.4
111,STW,582095,6688877,582.095,6688.877,MIXDEC,10,NICE,480,S,GRAS,CAMSED,45,0.04,2,26.7,1500,0.05,0.03,1.1,2.44,10,1,400,0.005,99.7,100,57,0.005,0.1,50,0.11,300,0.01,13.3,0.5,13.1
112,STW,580702,6686100,580.702,6686.1,SPRBIR,11,CLOUD,296,N,GRMO,CAMSED,46,0.05,1,30.3,1200,0.11,0.03,1.1,2.47,10,1,400,0.005,99.7,140,156,0.005,0.1,70,0.14,300,0.01,5.7,0.5,17.5
113,STW,583087,6684132,583.087,6684.132,MIXDEC,11,CLOUD,360,N,GRAS,CAMSED,19,0.19,2,47.1,1500,0.14,0.05,1.1,2.41,10,2,500,0.005,99.6,150,67,0.005,0.2,70,0.11,300,0.01,6.4,0.5,14.9
114,STW,589716,6679640,589.716,6679.64,SPRUCE,11,CLOUD,500,NW,BLUE,MAGM,34,0.01,2,28.6,1000,0.07,0.02,1,2.28,5,2,400,0.005,99.7,170,150,0.01,0.1,60,0.63,50,0.01,7.9,0.5,19.8
115,STW,586913,6675154,586.913,6675.154,BIRSPR,12,NICE,500,E,BLUE,MAGM,21,0.01,2,22.9,1100,0.09,0.03,0.9,2.5,5,2,400,0.005,99.6,160,163,0.02,0.1,70,0.24,50,0.01,12.5,0.5,18.7
116,STW,584623,6677522,584.623,6677.522,BIRSPR,12,NICE,556,FLAT,BLUE,MAGM,22,0.02,2,21.5,1200,0.08,0.04,0.9,2.03,5,2,400,0.005,99.6,220,247,0.01,0.1,40,0.21,50,0.01,5.2,0.5,18.4
117,STW,589418,6680992,589.418,6680.992,SPRPIN,12,NICE,500,NW,BLUE,MAGM,20,0.06,1,27,1100,0.12,0.03,0.9,2.57,5,3,400,0.005,99.6,130,118,0.01,0.1,80,0.03,50,0.01,4.8,0.5,15.4
118,STW,588861,6672243,588.861,6672.243,SPRUCE,13,RAIN,522,NW,BLGR,MAGM,21,0.02,2,14.6,1000,0.12,0.02,1,1.93,5,2,400,0.005,99.6,180,254,0.03,0.1,40,0.36,50,0.01,5.1,0.5,18.3
119,STW,591885,6668839,591.885,6668.839,SPRBIR,13,RAIN,504,S,GRAS,MAGM,29,0.01,2,51.8,1100,0.23,0.08,0.9,2.53,5,3,400,0.06,99.6,190,375,0.01,0.3,60,0.32,100,0.01,6.2,0.5,30
121,STW,592250,6664455,592.25,6664.455,SPRBIR,14,MOIST,400,N,MOGR,MAGM,22,0.06,2,23.6,1100,0.11,0.02,1,2.28,5,3,400,0.005,99.6,170,83,0.01,0.1,40,0.22,100,0.01,9.6,0.5,16.6
122,STW,593299,6660953,593.299,6660.953,SPRBIR,14,NICE,340,S,BLUE,MAGM,49,0.04,2,43.9,1100,0.32,0.05,1,1.93,5,2,400,0.005,99.6,220,415,0.01,0.1,40,1.03,100,0.01,8.2,0.5,31.5
123,STW,593328,6657946,593.328,6657.946,SPRBIR,15,CLOUD,420,NW,BLLY,MAGM,36,0.06,2,5.5,1000,0.08,0.005,1.1,2.13,5,3,400,0.005,99.6,170,280,0.01,0.1,40,0.32,100,0.01,2.7,0.5,23.2
124,STW,595140,6656129,595.14,6656.129,BIRSPR,15,MOIST,290,SW,MOGR,MAGM,34,0.05,2,24.9,1300,0.26,0.01,1.1,2.42,5,1,400,0.005,99.6,170,225,0.01,0.1,40,0.3,100,0.01,6.8,0.5,28.7
125,STW,598010,6652619,598.01,6652.619,SPRUCE,16,NICE,205,SE,MIX,MAGM,39,0.02,2,27.6,1200,0.31,0.005,1.1,2.34,5,1,400,0.005,99.6,190,308,0.01,0.1,40,2.73,100,0.01,4.6,0.5,31.2
126,STW,597394,6653685,597.394,6653.685,SPRPIN,16,NICE,307,,BLUGRA,MAGM,29,0.01,2,21.8,1000,0.3,0.02,0.9,2.23,5,3,400,0.01,99.6,220,510,0.01,0.1,60,0.77,100,0.01,4.4,0.5,32.7
127,STW,592592,6645600,592.592,6645.6,SPRUCE,17,NICE,160,SE,GRAS,CAMSED,79,0.01,2,18,1600,0.92,0.14,1,1.57,5,5,300,0.005,99.5,200,276,0.01,0.2,30,6.43,100,0.01,10.5,0.5,38
128,STW,593200,6642327,593.2,6642.327,BIRSPR,17,NICE,30,FLAT,GRAS,CAMSED,27,0.02,2,49.5,1400,0.1,0.04,1.1,2.29,5,3,400,0.005,99.6,140,90,0.005,0.2,60,0.22,100,0.01,7.7,0.5,14.4
129,STW,597751,6649203,597.751,6649.203,SPRBIR,18,MOIST,235,NW,GRAS,CAMSED,52,0.04,2,13.6,1100,0.19,0.01,1,2.29,5,3,300,0.005,99.6,170,249,0.01,0.1,60,1.29,100,0.01,4.7,0.5,24.9
131,STW,597503,6650780,597.503,6650.78,SPRUCE,18,MOIST,187,E,GRMO,MAGM,15,0.04,1,32,900,0.17,0.02,1,2.74,10,2,300,0.005,99.7,180,294,0.01,0.2,80,0.78,100,0.01,5.6,0.5,20.4
132,STW,602548,6646851,602.548,6646.851,SPRPIN,19,NICE,230,S,MIX,CAMSED,70,0.03,2,36.3,1700,0.31,0.04,1,1.63,5,3,300,0.005,99.5,170,151,0.01,0.3,30,2.2,100,0.01,12.2,0.5,40.5
133,STW,600209,6640474,600.209,6640.474,PINE,19,NICE,195,W,MOSS,GNEIS_O,33,0.03,2,24.6,1400,0.07,0.06,1.1,1.76,5,4,300,0.005,99.6,200,83,0.01,0.1,30,0.76,200,0.01,4.9,0.5,24.2
134,STW,602583,6637390,602.583,6637.39,SPRBIR,20,NICE,110,NE,GRMO,GNEIS_O,35,0.03,2,35.3,1700,0.3,0.19,1.2,1.5,10,5,300,0.005,99.5,260,133,0.01,0.2,30,0.32,100,0.01,10.2,0.5,34.2
135,STW,602264,6633965,602.264,6633.965,PINE,20,NICE,180,NE,MOSS,GNEIS_O,51,0.03,2,11.5,1200,0.11,0.02,1,1.55,10,0.5,400,0.005,99.6,170,115,0.01,0.1,30,0.59,100,0.01,3,0.5,20.1
136,STW,605115,6630922,605.115,6630.922,SPRUCE,21,MOIST,176,NE,GRMO,GNEIS_O,44,0.06,2,18.2,1100,0.14,0.08,1.1,2.58,5,4,400,0.005,99.6,200,297,0.01,0.1,40,0.26,100,0.01,5,0.5,23.2
137,STW,605674,6628925,605.674,6628.925,SPRPIN,22,CLOUD,194,S,GRMO,GNEID_O,26,0.04,2,15.4,1000,0.09,0.07,1,2.17,5,2,400,0.02,99.6,240,193,0.005,0.1,40,0.24,100,0.01,5.2,0.5,21.7
138,STW,608245,6625964,608.245,6625.964,SPRBIR,22,CLOUD,140,NW,GRAS,GNEIS_O,36,0.04,2,18.6,1000,0.13,0.03,1,2.51,5,2,400,0.005,99.6,140,195,0.02,0.1,60,0.4,200,0.01,5.1,0.5,18.3
139,STW,605175,6614207,605.175,6614.207,SPRUCE,23,CLOUD,120,E,BLMOLI,GNEIS_O,56,0.05,2,9.7,1200,0.1,0.01,1.1,1.73,5,3,300,0.005,99.6,220,159,0.005,0.1,40,0.42,200,0.01,4,0.5,24.6
141,STW,608279,6623043,608.279,6623.043,BIRSPR,23,CLOUD,175,W,GRBLU,GNEIS_O,54,0.05,2,25.8,1100,0.18,0.04,1.1,3.04,10,0.5,300,0.005,99.6,110,103,0.01,0.05,40,0.04,100,0.01,6.5,0.5,15.1
142,STW,609123,6618431,609.123,6618.431,PINE,24,NICE,180,SW,LYLI,GNEIS_O,66,0.06,2,27.8,1500,0.08,0.03,1.1,1.74,5,3,400,0.005,99.5,280,217,0.005,0.1,30,1.51,100,0.01,5.4,0.5,24.3
143,STW,612533,6609356,612.533,6609.356,SPRUCE,24,NICE,150,FLAT,GRBLU,GNEIS_O,51,0.03,2,17.1,1100,0.14,0.02,1,2.01,10,3,400,0.005,99.6,200,166,0.005,0.1,60,0.6,100,0.01,5,0.5,17.7
144,STW,607746,6603365,607.746,6603.365,SPRPIN,25,CLOUD,118,FLAT,MOGR,GNEIS_O,33,0.06,1,16.2,1200,0.12,0.04,1.2,2.35,5,3,300,0.005,99.6,200,103,0.005,0.1,40,0.23,200,0.01,5.6,0.5,19.8
101,SNE,578741,6708487,578.741,6708.487,SPRBIR,6,NICE,218,W,GRAS,MICSH,5,0.08,10,207.4,9000,0.08,0.09,1,3.46,30,22,7000,0.01,95.7,1100,457,0.01,0.9,1520,0.02,800,0.01,40,5,47.8
102,SNE,582865,6706649,582.865,6706.649,SPRBIR,6,NICE,431,W,GRAS,GNEIS_R,5,0.05,7,76,6800,0.13,0.2,0.8,3.04,30,22,7300,0.01,96.3,900,753,0.02,1.7,1180,0.02,800,0.01,20.6,5,57.3
103,SNE,581155,6720326,581.155,6720.326,SPRBIR,7,RAIN,430,FLAT,GRMO,GNEIS_R,4,0.05,5,84.8,6200,0.15,0.06,0.9,2.27,30,19,6400,0.04,96.5,1010,1084,0.02,1,1310,0.04,800,0.01,21.5,5,50.5
104,SNE,580482,6711512,580.482,6711.512,SPRBIR,7,MOIST,475,FLAT,GRMO,GNEIS_R,5,0.03,8,70.7,5000,0.03,0.06,1,2.2,30,16,6000,0.01,96.9,1130,710,0.02,1,1280,0.05,700,0.01,23.2,5,52.4
105,SNE,584618,6701621,584.618,6701.621,SPRUCE,8,MOIST,410,FLAT,MOSS,GNEIS_R,3,0.04,14,39,6200,0.02,0.14,0.9,2.62,30,23,6500,0.01,96.5,1070,679,0.02,0.7,1300,0.1,800,0.01,16.6,5,36.6
106,SNE,581453,6698513,581.453,6698.513,BIRSPR,8,NICE,296,W,GRAS,CAMSED,21,0.06,14,160.6,9700,0.06,0.15,1,3.02,30,15,7800,0.02,95.5,950,595,0.01,6,1310,0.08,1200,0.01,22.8,5,62.4
107,SNE,579850,6695899,579.85,6695.899,SPRBIR,9,NICE,220,FLAT,GRAS,CAMSED,7,0.14,12,176.1,9500,0.02,0.03,1.1,2.91,30,21,8500,0.01,95.7,1130,127,0.01,1.2,1730,0.09,1300,0.01,56.3,7,37.5
108,SNE,581636,6694137,581.636,6694.137,SPRBIR,9,NICE,325,N,GRMO,CAMSED,11,0.14,12,219.1,11300,0.11,0.17,1.1,2.54,20,18,7300,0.01,95.3,1000,756,0.01,4.3,1630,0.1,1300,0.01,35.7,6,67.2
109,SNE,585167,6692022,585.167,6692.022,MIXDEC,10,NICE,390,E,GRFE,CAMSED,6,0.12,16,239.9,11700,0.08,0.12,1,2.65,50,27,7600,0.04,95.1,990,662,0.02,3,1790,0.16,1300,0.01,32.7,7,67.3
111,SNE,582095,6688877,582.095,6688.877,MIXDEC,10,NICE,480,S,GRAS,CAMSED,9,0.09,11,87.3,8800,0.08,0.08,1.1,2.55,30,21,6900,0.02,96.2,710,411,0.01,2.1,1340,0.14,1100,0.01,54.9,5,44.4
112,SNE,580702,6686100,580.702,6686.1,SPRBIR,11,CLOUD,296,N,GRMO,CAMSED,9,0.06,13,87.7,8900,0.09,0.16,1.1,2.8,30,19,7100,0.03,96.2,890,1601,0.02,1.8,1410,0.18,1100,0.01,20.2,6,65.6
113,SNE,583087,6684132,583.087,6684.132,MIXDEC,11,CLOUD,360,N,GRAS,CAMSED,6,0.06,11,146.3,8200,0.14,0.16,1.2,3.09,40,20,9700,0.02,95.9,900,588,0.01,3.9,1940,0.09,1400,0.02,25.4,8,52.4
114,SNE,589716,6679640,589.716,6679.64,SPRUCE,11,CLOUD,500,NW,BLUE,MAGM,8,0.06,13,63.7,6200,0.07,0.11,0.9,2.06,30,24,5100,0.02,96.7,920,1395,0.02,1,1660,0.15,800,0.01,31.2,7,46.7
115,SNE,586913,6675154,586.913,6675.154,BIRSPR,12,NICE,500,E,BLUE,MAGM,4,0.05,11,51.9,6000,0.06,0.05,1,2.56,30,19,7500,0.01,96.3,1000,1248,0.03,0.7,2420,0.24,900,0.02,50,9,51.2
116,SNE,584623,6677522,584.623,6677.522,BIRSPR,12,NICE,556,FLAT,BLUE,MAGM,7,0.03,15,43.9,6600,0.06,0.1,1.2,2.33,30,23,5800,0.01,96.5,930,2075,0.03,1.1,1220,0.27,800,0.02,15.7,5,50.4
117,SNE,589418,6680992,589.418,6680.992,SPRPIN,12,NICE,500,NW,BLUE,MAGM,9,0.04,14,94.5,8800,0.2,0.12,0.9,3.11,30,15,7200,0.03,96,920,1137,0.04,3.8,1520,0.11,1100,0.02,22.6,6,82.6
118,SNE,588861,6672243,588.861,6672.243,SPRUCE,13,RAIN,522,NW,BLGR,MAGM,5,0.04,11,27.8,5400,0.05,0.09,0.9,2.4,30,24,4900,0.01,96.9,890,1546,0.04,1.2,1250,0.17,1000,0.02,14.4,5,46.7
119,SNE,591885,6668839,591.885,6668.839,SPRBIR,13,RAIN,504,S,GRAS,MAGM,11,0.07,7,58.7,3700,0.16,0.29,1,2.97,30,20,6700,0.08,97.1,720,1508,0.02,4.6,1860,0.18,900,0.02,14.4,7,42.1
121,SNE,592250,6664455,592.25,6664.455,SPRBIR,14,MOIST,400,N,MOGR,MAGM,6,0.07,9,55,6400,0.09,0.12,1,3.03,30,22,7200,0.01,96.4,1060,749,0.04,0.5,2210,0.21,1000,0.01,35.8,9,56.3
122,SNE,593299,6660953,593.299,6660.953,SPRBIR,14,NICE,340,S,BLUE,MAGM,8,0.04,13,42.2,3500,0.15,0.1,0.8,2.58,30,35,7800,0.02,96.4,710,1802,0.04,2,2120,0.19,900,0.01,17.4,8,43.8
123,SNE,593328,6657946,593.328,6657.946,SPRBIR,15,CLOUD,420,NW,BLLY,MAGM,10,0.05,11,4.8,4300,0.04,0.02,1,2.24,30,25,6100,0.01,96.9,790,1500,0.02,0.4,1040,0.27,800,0.02,4.2,4,43.9
124,SNE,595140,6656129,595.14,6656.129,BIRSPR,15,MOIST,290,SW,MOGR,MAGM,10,0.04,14,37.4,5500,0.18,0.05,1,3.11,40,19,8200,0.04,96.4,930,1148,0.05,0.6,1490,0.15,900,0.01,18,6,57.4
125,SNE,598010,6652619,598.01,6652.619,SPRUCE,16,NICE,205,SE,MIX,MAGM,5,0.05,15,29.7,4700,0.17,0.05,0.9,3.33,30,22,8600,0.02,96.4,850,1435,0.04,1.6,1570,0.16,900,0.02,10.1,7,61.6
126,SNE,597394,6653685,597.394,6653.685,SPRPIN,16,NICE,307,,BLUGRA,MAGM,6,0.05,16,16.5,3600,0.19,0.06,0.9,2.99,30,17,7300,0.01,96.9,810,2479,0.04,1.7,1560,0.13,1000,0.02,7.5,6,60.8
127,SNE,592592,6645600,592.592,6645.6,SPRUCE,17,NICE,160,SE,GRAS,CAMSED,10,0.1,22,34.8,7700,0.51,0.47,1,3.17,40,28,7300,0.03,96,1030,1434,0.11,6.8,1680,0.22,1000,0.05,42.7,8,95
128,SNE,593200,6642327,593.2,6642.327,BIRSPR,17,NICE,30,FLAT,GRAS,CAMSED,5,0.08,16,124.7,7600,0.14,0.21,0.9,2.67,30,25,7600,0.03,96.3,860,708,0.02,5.1,1540,0.11,900,0.03,31.1,7,54.7
129,SNE,597751,6649203,597.751,6649.203,SPRBIR,18,MOIST,235,NW,GRAS,CAMSED,10,0.07,19,27.1,5700,0.19,0.14,0.9,3.04,30,24,6300,0.02,96.7,920,1405,0.05,2.2,1340,0.19,900,0.03,14.2,6,70.6
131,SNE,597503,6650780,597.503,6650.78,SPRUCE,18,MOIST,187,E,GRMO,MAGM,4,0.05,10,53,5200,0.15,0.04,0.8,2.74,30,21,6000,0.01,96.8,790,1929,0.03,1.3,1400,0.17,800,0.03,16.3,6,45.6
132,SNE,602548,6646851,602.548,6646.851,SPRPIN,19,NICE,230,S,MIX,CAMSED,7,0.12,16,95,9700,0.3,0.17,1,3.08,40,22,7500,0.03,95.9,880,1188,0.11,5.4,1280,0.15,900,0.03,46.4,7,132
133,SNE,600209,6640474,600.209,6640.474,PINE,19,NICE,195,W,MOSS,GNEIS_O,6,0.12,27,54.8,7200,0.09,0.28,1,3.43,40,30,8900,0.02,96.1,1140,637,0.04,2.3,2090,0.13,1300,0.03,16.2,9,72.3
134,SNE,602583,6637390,602.583,6637.39,SPRBIR,20,NICE,110,NE,GRMO,GNEIS_O,5,0.14,17,46.9,6600,0.1,0.43,1.2,3.79,120,27,8600,0.1,96.5,1070,594,0.09,2.9,2110,0.28,1000,0.16,29.2,17,66.9
135,SNE,602264,6633965,602.264,6633.965,PINE,20,NICE,180,NE,MOSS,GNEIS_O,5,0.11,22,19.5,6700,0.07,0.08,1.4,2.18,30,20,5900,0.02,96.8,950,753,0.02,0.7,1140,0.15,700,0.02,8.9,5,51
136,SNE,605115,6630922,605.115,6630.922,SPRUCE,21,MOIST,176,NE,GRMO,GNEIS_O,5,0.04,15,13.3,3600,0.07,0.19,0.9,2.75,30,25,8000,0.02,96.8,910,1286,0.02,1.1,2250,0.14,900,0.01,7.9,9,34.2
